UBIGEO,UBIGEO_INEI,DEPARTAMENTO,PROVINCIA,DISTRITO,pobreza_inf_2018,pobreza_sup_2018,pobreza_mid_2018,grupo_robusto,rank_pobreza,pob2020,valid_candidates,jpp_votes,fp_votes,rp_votes,jpp_share,fp_share,rp_share,jpp_minus_fp_share
090903,100402,Huánuco,Huacaybamba,Canchabamba,45.594273480000005,81.65195052,63.623112000000006,4.0,84.0,2725.0,818,457,77,21,0.558679706601467,0.0941320293398533,0.02567237163814181,0.4645476772616137
090904,100403,Huánuco,Huacaybamba,Cochabamba,28.436393719999998,63.913150279999996,46.174772,8.0,487.0,1454.0,591,304,66,18,0.5143824027072758,0.1116751269035533,0.030456852791878174,0.40270727580372245
091001,101001,Huánuco,Lauricocha,Jesús,12.939949320000002,37.537980680000004,25.238965000000004,14.0,1245.0,3921.0,1206,666,100,20,0.5522388059701493,0.08291873963515754,0.01658374792703151,0.46932006633499174
091002,101002,Huánuco,Lauricocha,Baños,22.57471696,36.92926304,29.75199,12.0,1094.0,1606.0,809,376,100,21,0.4647713226205192,0.12360939431396786,0.02595797280593325,0.34116192830655134
091003,101006,Huánuco,Lauricocha,San Francisco De Asís,22.57471696,36.92926304,29.75199,12.0,1097.0,1152.0,952,431,45,23,0.4527310924369748,0.04726890756302521,0.02415966386554622,0.4054621848739496
091004,101004,Huánuco,Lauricocha,Queropalca,22.57471696,36.92926304,29.75199,12.0,1096.0,924.0,310,129,22,19,0.4161290322580645,0.07096774193548387,0.06129032258064516,0.34516129032258064
091005,101007,Huánuco,Lauricocha,San Miguel De Cauri,30.637783279999997,56.69013072,43.663956999999996,8.0,586.0,5120.0,1530,1021,55,42,0.6673202614379085,0.03594771241830065,0.027450980392156862,0.6313725490196078
091006,101005,Huánuco,Lauricocha,Rondos,21.30727404,52.297621959999994,36.802448,10.0,841.0,3356.0,1830,1029,184,30,0.5622950819672131,0.1005464480874317,0.01639344262295082,0.46174863387978143
091007,101003,Huánuco,Lauricocha,Jivia,22.57471696,36.92926304,29.75199,12.0,1095.0,1035.0,562,326,28,5,0.5800711743772242,0.0498220640569395,0.008896797153024912,0.5302491103202848
091101,101101,Huánuco,Yarowilca,Chavinillo,27.104219,57.171305000000004,42.137762,9.0,640.0,4570.0,2446,1585,128,22,0.6479967293540474,0.05233033524121014,0.008994276369582993,0.5956663941128373
091102,101104,Huánuco,Yarowilca,Aparicio Pomares,33.203759600000005,62.7043664,47.954063000000005,8.0,425.0,4754.0,1739,1070,76,29,0.6152961472110409,0.04370327774583094,0.01667625071880391,0.5715928694652099
091103,101102,Huánuco,Yarowilca,Cahuac,29.690926880000003,60.06023311999999,44.87558,8.0,541.0,928.0,860,433,55,45,0.5034883720930232,0.06395348837209303,0.05232558139534884,0.4395348837209302
091104,101103,Huánuco,Yarowilca,Chacabamba,26.90397148,56.727574520000005,41.815773,9.0,646.0,898.0,1033,500,58,27,0.484027105517909,0.05614714424007745,0.026137463697967087,0.42787996127783157
091105,101105,Huánuco,Yarowilca,Jacas Chico,30.770139480000005,58.980662519999996,44.875401,8.0,542.0,1006.0,1187,531,113,33,0.44734625105307496,0.09519797809604044,0.02780117944397641,0.35214827295703455
091106,101106,Huánuco,Yarowilca,Obas,23.03234396,47.07634604,35.054345,10.0,910.0,3684.0,1717,1009,121,36,0.5876528829353523,0.07047175305765871,0.020966802562609202,0.5171811298776936
091107,101107,Huánuco,Yarowilca,Pampamarca,35.088521799999995,62.1833462,48.635934,8.0,404.0,996.0,621,367,16,25,0.5909822866344605,0.02576489533011272,0.040257648953301126,0.5652173913043478
091108,101108,Huánuco,Yarowilca,Choras,30.109885560000006,62.93798044,46.523933,8.0,478.0,1869.0,926,593,43,29,0.6403887688984882,0.04643628509719223,0.03131749460043196,0.593952483801296
100101,110101,Ica,Ica,Ica,0.9740631200000001,3.3566508799999997,2.1653569999999998,24.0,1853.0,168765.0,95345,4264,16567,15382,0.04472179977974723,0.1737584561329907,0.16132990717919135,-0.12903665635324346
100102,110102,Ica,Ica,La Tinguiña,1.3369925599999999,4.65003544,2.993514,23.0,1844.0,46164.0,21082,1610,4390,1747,0.07636846598994403,0.20823451285456787,0.08286690067356038,-0.13186604686462383
100103,110103,Ica,Ica,Los Aquijes,3.28888496,9.53432304,6.4116040000000005,21.0,1786.0,25686.0,9709,845,2085,722,0.0870326501184468,0.21474920177155216,0.07436399217221135,-0.12771655165310536
100104,110106,Ica,Ica,Parcona,1.46422996,4.80004804,3.132139,23.0,1838.0,60173.0,26983,1949,6162,2024,0.07223066375125078,0.22836600822740244,0.07501019160211986,-0.15613534447615166
100105,110107,Ica,Ica,Pueblo Nuevo,0.0,1.40046028,0.70023014,26.0,1869.0,7513.0,3240,208,658,303,0.06419753086419754,0.20308641975308642,0.09351851851851851,-0.1388888888888889
100106,110108,Ica,Ica,Salas,2.4934428,8.4876912,5.490567,22.0,1800.0,30467.0,13516,2478,2325,1012,0.18333826575910034,0.1720183486238532,0.0748742231429417,0.011319917135247132
100107,110109,Ica,Ica,San José De Los Molinos,2.12812672,8.20047328,5.164300000000001,22.0,1806.0,7989.0,4166,331,949,311,0.07945271243398944,0.22779644743158906,0.07465194431108978,-0.14834373499759962
100108,110110,Ica,Ica,San Juan Bautista,1.1647387599999999,4.59628324,2.880511,23.0,1845.0,15527.0,4315,209,1039,455,0.04843568945538818,0.24078794901506373,0.10544611819235226,-0.19235225955967555
100109,110111,Ica,Ica,Santiago,1.2771764799999998,4.888327520000001,3.082752,23.0,1842.0,30933.0,13887,1637,2004,872,0.11788003168430906,0.14430762583711385,0.06279253978541081,-0.02642759415280478
100110,110112,Ica,Ica,Subtanjalla,1.7279824799999999,6.981123520000001,4.354553,22.0,1818.0,32666.0,15257,1102,2844,1382,0.0722291407222914,0.18640623975879925,0.0905813724847611,-0.11417709903650784
100111,110114,Ica,Ica,Yauca Del Rosario,2.2288843199999997,10.65760168,6.443243000000001,21.0,1784.0,1260.0,2364,258,558,147,0.10913705583756345,0.23604060913705585,0.06218274111675127,-0.1269035532994924
100112,110113,Ica,Ica,Tate,1.3818000400000003,7.1993779600000005,4.290589000000001,22.0,1820.0,5184.0,3224,191,757,147,0.05924317617866005,0.2348014888337469,0.045595533498759305,-0.17555831265508687
100113,110105,Ica,Ica,Pachacutec,1.3563059600000003,7.41956204,4.387934,22.0,1817.0,8284.0,4105,327,890,138,0.07965895249695493,0.21680876979293545,0.03361753958587089,-0.13714981729598053
100114,110104,Ica,Ica,Ocucaje,0.2443489200000001,2.81948708,1.5319180000000001,24.0,1859.0,5141.0,3149,329,674,248,0.1044776119402985,0.21403620196887901,0.07875516036837091,-0.10955859002858051
100201,110201,Ica,Chincha,Chincha Alta,1.1522408,4.1291672,2.6407040000000004,23.0,1849.0,77070.0,41295,1996,8866,4223,0.04833514953384187,0.21469911611575251,0.10226419663397505,-0.16636396658191066
100202,110203,Ica,Chincha,Chavín,16.55937076,43.60323123999999,30.081300999999996,12.0,1083.0,2658.0,2247,787,225,80,0.35024477080551847,0.10013351134846461,0.035603026257231864,0.25011125945705387
100203,110204,Ica,Chincha,Chincha Baja,0.5666135600000001,3.41846844,1.992541,24.0,1855.0,14613.0,6841,452,1517,549,0.06607221166496126,0.22175120596404035,0.0802514252302295,-0.1556789942990791
100204,110205,Ica,Chincha,El Carmen,1.5119633200000002,4.74726868,3.1296160000000004,23.0,1839.0,13940.0,6586,739,1270,408,0.11220771333130884,0.19283328272092318,0.06194959003947768,-0.08062556938961433
100205,110206,Ica,Chincha,Grocio Prado,1.1986625599999998,5.50091744,3.34979,23.0,1833.0,29052.0,13354,668,3297,982,0.050022465178972596,0.24689231690879138,0.07353601917028606,-0.19686985172981877
100206,110209,Ica,Chincha,San Pedro De Huacarpana,4.6398922,16.641187799999997,10.640539999999998,19.0,1715.0,1083.0,593,231,120,8,0.38954468802698144,0.20236087689713322,0.013490725126475547,0.18718381112984822
100207,110210,Ica,Chincha,Sunampe,1.2801542000000004,5.478983800000001,3.3795690000000005,23.0,1832.0,33046.0,13387,512,2906,1023,0.03824605961006947,0.2170762680212146,0.07641741988496302,-0.17883020841114514
100208,110211,Ica,Chincha,Tambo De Mora,0.8475451200000002,4.32391088,2.585728,23.0,1850.0,6574.0,2509,77,748,218,0.03068951773614986,0.2981267437225986,0.08688720605819052,-0.26743722598644876
100209,110202,Ica,Chincha,Alto Laran,1.4511724,5.9321636,3.691668,23.0,1828.0,8891.0,4564,620,1151,244,0.13584574934268187,0.25219106047326906,0.05346187554776512,-0.11634531113058719
100210,110207,Ica,Chincha,Pueblo Nuevo,1.2930195600000003,5.15496044,3.22399,23.0,1836.0,73510.0,25982,1925,5729,1791,0.07408975444538526,0.22049880686629206,0.0689323377723039,-0.1464090524209068
100211,110208,Ica,Chincha,San Juan De Yanac,4.6398922,16.641187799999997,10.640539999999998,19.0,1714.0,1673.0,670,187,91,36,0.2791044776119403,0.13582089552238805,0.05373134328358209,0.14328358208955225
100301,110301,Ica,Nasca,Nasca,1.1453525199999999,4.9017434799999995,3.023548,23.0,1843.0,29772.0,15712,1295,3423,1562,0.08242107942973523,0.21785896130346233,0.09941446028513239,-0.1354378818737271
100302,110302,Ica,Nasca,Changuillo,0.4617496800000003,6.17384432,3.317797,23.0,1834.0,2175.0,1465,287,333,57,0.19590443686006825,0.2273037542662116,0.03890784982935153,-0.03139931740614335
100303,110303,Ica,Nasca,El Ingenio,0.45964751999999987,4.64792448,2.553786,23.0,1851.0,3585.0,1989,333,499,109,0.167420814479638,0.25087983911513323,0.05480140774258421,-0.08345902463549523
100304,110304,Ica,Nasca,Marcona,0.56450964,3.92175836,2.243134,23.0,1852.0,18046.0,8938,876,776,725,0.09800850302081003,0.08682031774446185,0.08111434325352428,0.011188185276348184
100305,110305,Ica,Nasca,Vista Alegre,1.3597717200000001,6.430852280000001,3.8953120000000006,23.0,1827.0,24894.0,11095,1243,2556,733,0.11203244704821992,0.23037404236142406,0.06606579540333483,-0.11834159531320414
100401,110501,Ica,Pisco,Pisco,1.5305894,4.7164126,3.123501,23.0,1840.0,78636.0,32801,1231,7166,2975,0.03752934361757263,0.21846894911740497,0.09069845431541722,-0.18093960549983235
100402,110502,Ica,Pisco,Huancano,0.5528455600000003,7.4161344399999996,3.98449,23.0,1824.0,1452.0,1236,213,319,52,0.17233009708737865,0.2580906148867314,0.042071197411003236,-0.08576051779935276
100403,110503,Ica,Pisco,Humay,2.4020537199999996,9.33846628,5.87026,22.0,1797.0,5846.0,3599,779,717,104,0.21644901361489302,0.1992220061128091,0.02889691580994721,0.01722700750208392
100404,110504,Ica,Pisco,Independencia,1.7985448000000002,6.0958252,3.947185,23.0,1826.0,14544.0,6681,1071,1212,309,0.16030534351145037,0.1814099685675797,0.046250561293219576,-0.02110462505612934
100405,110505,Ica,Pisco,Paracas,1.78534552,8.06788248,4.926614,22.0,1811.0,9011.0,4380,732,754,396,0.16712328767123288,0.17214611872146118,0.09041095890410959,-0.005022831050228299
100406,110506,Ica,Pisco,San Andrés,0.9641110800000001,4.4970189199999995,2.730565,23.0,1848.0,15995.0,8755,420,2364,633,0.047972587093089665,0.27001713306681896,0.07230154197601371,-0.2220445459737293
100407,110507,Ica,Pisco,San Clemente,2.27122092,7.29586908,4.783545,22.0,1814.0,28904.0,11681,1609,2424,447,0.13774505607396628,0.20751647975344575,0.03826727163770225,-0.06977142367947947
100408,110508,Ica,Pisco,Tupac Amaru Inca,1.7208402400000002,5.6207737600000005,3.6708070000000004,23.0,1829.0,19628.0,8153,524,1636,416,0.06427082055685024,0.20066233288360114,0.05102416288482767,-0.1363915123267509
100501,110401,Ica,Palpa,Palpa,2.1274674799999995,8.107474519999998,5.117470999999999,22.0,1807.0,8722.0,4150,545,1051,347,0.13132530120481928,0.2532530120481928,0.0836144578313253,-0.1219277108433735
100502,110402,Ica,Palpa,Llipata,0.35070419999999947,6.9773857999999995,3.6640449999999993,23.0,1830.0,1765.0,1007,233,187,68,0.2313803376365442,0.18570009930486595,0.06752730883813307,0.04568023833167825
100503,110403,Ica,Palpa,Río Grande,0.15856759999999975,5.4926684,2.825618,23.0,1846.0,2946.0,1670,308,400,98,0.1844311377245509,0.23952095808383234,0.058682634730538925,-0.05508982035928145
100504,110404,Ica,Palpa,Santa Cruz,0.6104596000000004,12.609246400000002,6.609853000000001,21.0,1781.0,1037.0,881,111,225,54,0.12599318955732122,0.25539160045402953,0.06129398410896708,-0.1293984108967083
110101,120101,Junín,Huancayo,Huancayo,4.40507032,8.72190368,6.563487,21.0,1783.0,124294.0,74953,3574,10144,9395,0.04768321481461716,0.13533814523768228,0.1253452163355703,-0.08765493042306513
110103,120104,Junín,Huancayo,Carhuacallanga,24.29200704,39.33883296,31.81542,11.0,1021.0,468.0,309,33,40,16,0.10679611650485436,0.12944983818770225,0.05177993527508091,-0.02265372168284789
110104,120112,Junín,Huancayo,Colca,28.5461556,48.581824399999995,38.56399,10.0,773.0,1032.0,517,64,87,25,0.12379110251450677,0.16827852998065765,0.048355899419729204,-0.04448742746615088
110105,120113,Junín,Huancayo,Cullhuas,28.5461556,48.581824399999995,38.56399,10.0,774.0,1308.0,1383,410,215,30,0.29645697758496026,0.1554591467823572,0.021691973969631236,0.14099783080260306
110106,120105,Junín,Huancayo,Chacapampa,24.29200704,39.33883296,31.81542,11.0,1022.0,941.0,456,78,43,15,0.17105263157894737,0.09429824561403509,0.03289473684210526,0.07675438596491228
110107,120106,Junín,Huancayo,Chicche,24.29200704,39.33883296,31.81542,11.0,1023.0,687.0,463,59,99,20,0.12742980561555076,0.21382289416846653,0.04319654427645788,-0.08639308855291578
110108,120107,Junín,Huancayo,Chilca,9.21605688,16.84740312,13.03173,18.0,1655.0,100252.0,49462,5052,6405,3045,0.10213901581011686,0.12949334842909707,0.06156241154825927,-0.02735433261898021
110109,120108,Junín,Huancayo,Chongos Alto,12.09714868,27.996931319999998,20.04704,15.0,1427.0,1523.0,643,88,106,30,0.1368584758942457,0.16485225505443235,0.04665629860031104,-0.027993779160186638
110112,120111,Junín,Huancayo,Chupuro,24.29200704,39.33883296,31.81542,11.0,1024.0,2095.0,1293,226,210,64,0.17478731631863884,0.16241299303944315,0.04949729311678268,0.012374323279195687
110113,120114,Junín,Huancayo,El Tambo,3.4725279999999996,6.744258,5.1083929999999995,22.0,1808.0,175725.0,98174,4505,11894,11327,0.04588791329679956,0.12115223990058467,0.11537678000285208,-0.07526432660378511
110114,120116,Junín,Huancayo,Huacrapuquio,24.29200704,39.33883296,31.81542,11.0,1025.0,1415.0,774,152,173,32,0.19638242894056848,0.2235142118863049,0.041343669250646,-0.027131782945736427
110116,120117,Junín,Huancayo,Hualhuas,9.565555280000002,24.57908472,17.07232,16.0,1532.0,6006.0,3093,293,456,228,0.09473003556417717,0.14742967992240544,0.07371483996120272,-0.05269964435822827
110118,120119,Junín,Huancayo,Huancan,17.395574240000002,32.667525760000004,25.031550000000003,14.0,1249.0,29996.0,10950,1730,1229,419,0.15799086757990868,0.11223744292237443,0.038264840182648405,0.04575342465753425
110119,120120,Junín,Huancayo,Huasicancha,24.29200704,39.33883296,31.81542,11.0,1026.0,840.0,317,55,28,15,0.17350157728706625,0.08832807570977919,0.0473186119873817,0.08517350157728706
110120,120121,Junín,Huancayo,Huayucachi,15.87187456,37.23514544,26.55351,13.0,1197.0,10925.0,5668,767,844,243,0.1353211009174312,0.1489061397318278,0.04287226534932957,-0.013585038814396627
110121,120122,Junín,Huancayo,Ingenio,12.09714868,27.996931319999998,20.04704,15.0,1428.0,2448.0,1285,242,242,44,0.18832684824902723,0.18832684824902723,0.034241245136186774,0.0
110122,120124,Junín,Huancayo,Pariahuanca,24.29200704,39.33883296,31.81542,11.0,1027.0,5201.0,2323,1361,176,43,0.5858803271631511,0.07576409814894533,0.018510546706844596,0.5101162290142057
110123,120125,Junín,Huancayo,Pilcomayo,9.565555280000002,24.57908472,17.07232,16.0,1533.0,24039.0,11763,1287,1638,828,0.10941086457536343,0.13925019127773527,0.0703902065799541,-0.02983932670237184
110124,120126,Junín,Huancayo,Pucara,15.87187456,37.23514544,26.55351,13.0,1198.0,4859.0,3109,690,443,128,0.2219363139273078,0.1424895464779672,0.04117079446767449,0.07944676744934062
110125,120127,Junín,Huancayo,Quichuay,12.09714868,27.996931319999998,20.04704,15.0,1429.0,1931.0,926,149,168,54,0.16090712742980562,0.18142548596112312,0.058315334773218146,-0.020518358531317504
110126,120128,Junín,Huancayo,Quilcas,11.204686319999999,40.74603368,25.97536,14.0,1216.0,4063.0,2478,470,290,70,0.18966908797417273,0.11702986279257466,0.02824858757062147,0.07263922518159807
110127,120129,Junín,Huancayo,San Agustín,11.204686319999999,40.74603368,25.97536,14.0,1217.0,18684.0,8648,779,1305,535,0.0900786308973173,0.15090194264569842,0.06186401480111008,-0.060823311748381126
110128,120130,Junín,Huancayo,San Jerónimo De Tunán,16.1800484,28.5180916,22.34907,14.0,1367.0,13031.0,7027,711,1171,437,0.10118115838907073,0.1666429486267255,0.062188700725772025,-0.06546179023765476
110131,120135,Junín,Huancayo,Santo Domingo De Acobamba,28.5461556,48.581824399999995,38.56399,10.0,775.0,6406.0,1599,796,111,76,0.4978111319574734,0.06941838649155722,0.047529706066291436,0.42839274546591616
110132,120132,Junín,Huancayo,Saño,16.1800484,28.5180916,22.34907,14.0,1368.0,6412.0,3279,357,467,189,0.10887465690759378,0.14242146996035376,0.05763952424519671,-0.033546813052759986
110133,120133,Junín,Huancayo,Sapallanga,16.12955604,32.56994196,24.349749000000003,14.0,1280.0,25401.0,12110,2008,1561,472,0.165813377374071,0.12890173410404623,0.038976052848885216,0.036911643270024774
110134,120134,Junín,Huancayo,Sicaya,16.1800484,28.5180916,22.34907,14.0,1369.0,22244.0,5795,841,966,411,0.1451251078515962,0.16669542709232096,0.07092320966350302,-0.02157031924072475
110136,120136,Junín,Huancayo,Viques,21.4596898,51.731870199999996,36.59578,10.0,848.0,2957.0,1414,206,254,89,0.1456859971711457,0.17963224893917965,0.06294200848656294,-0.03394625176803395
110201,120201,Junín,Concepción,Concepción,9.673122,27.665138,18.66913,15.0,1486.0,16806.0,8736,728,1402,753,0.08333333333333333,0.160485347985348,0.08619505494505494,-0.07715201465201467
110202,120202,Junín,Concepción,Aco,10.92762056,29.15645944,20.04204,15.0,1430.0,1643.0,768,80,233,30,0.10416666666666667,0.3033854166666667,0.0390625,-0.19921875
110203,120203,Junín,Concepción,Andamarca,33.1124156,60.6384204,46.875417999999996,8.0,466.0,3371.0,1167,536,144,56,0.4592973436161097,0.12339331619537275,0.04798628963153385,0.33590402742073694
110204,120206,Junín,Concepción,Comas,21.93820524,39.85429476,30.896250000000002,12.0,1047.0,5369.0,2499,735,661,156,0.29411764705882354,0.26450580232092835,0.062424969987995196,0.029611844737895188
110205,120205,Junín,Concepción,Cochas,19.817391759999996,75.08397824,47.45068499999999,8.0,446.0,1971.0,690,279,170,22,0.4043478260869565,0.2463768115942029,0.03188405797101449,0.1579710144927536
110206,120204,Junín,Concepción,Chambara,21.93820524,39.85429476,30.896250000000002,12.0,1046.0,2675.0,1388,180,364,90,0.12968299711815562,0.2622478386167147,0.06484149855907781,-0.13256484149855907
110207,120207,Junín,Concepción,Heroínas Toledo,21.93820524,39.85429476,30.896250000000002,12.0,1048.0,949.0,606,66,190,27,0.10891089108910891,0.31353135313531355,0.04455445544554455,-0.20462046204620465
110208,120208,Junín,Concepción,Manzanares,11.98946504,33.93529496,22.96238,14.0,1345.0,1532.0,890,188,93,27,0.21123595505617979,0.10449438202247191,0.030337078651685393,0.10674157303370788
110209,120209,Junín,Concepción,Mariscal Castilla,11.98946504,33.93529496,22.96238,14.0,1346.0,1465.0,696,265,135,20,0.3807471264367816,0.1939655172413793,0.028735632183908046,0.1867816091954023
110210,120210,Junín,Concepción,Matahuasi,9.51806824,37.01463776,23.266353,14.0,1333.0,6318.0,2881,225,753,242,0.07809788267962513,0.26136758070114546,0.08399861159319681,-0.18326969802152032
110211,120211,Junín,Concepción,Mito,10.92762056,29.15645944,20.04204,15.0,1431.0,1457.0,840,43,201,86,0.05119047619047619,0.2392857142857143,0.10238095238095238,-0.1880952380952381
110212,120212,Junín,Concepción,Nueve De Julio,9.673122,27.665138,18.66913,15.0,1487.0,2555.0,1168,152,258,86,0.13013698630136986,0.2208904109589041,0.07363013698630137,-0.09075342465753425
110213,120213,Junín,Concepción,Orcotuna,22.6213046,53.888949399999994,38.255126999999995,10.0,786.0,5233.0,2504,342,530,112,0.1365814696485623,0.21166134185303515,0.04472843450479233,-0.07507987220447285
110214,120215,Junín,Concepción,Santa Rosa De Ocopa,2.380304080000001,24.45588992,13.418097000000001,17.0,1642.0,2092.0,1073,82,275,70,0.07642124883504194,0.25629077353215285,0.06523765144454799,-0.17986952469711093
110215,120214,Junín,Concepción,San José De Quero,14.7821572,52.6457508,33.713954,11.0,947.0,5702.0,2471,319,868,86,0.12909753136382032,0.35127478753541075,0.03480372318899231,-0.22217725617159043
110301,120401,Junín,Jauja,Jauja,5.1317424,22.4053596,13.768551,17.0,1631.0,19948.0,8615,363,1243,850,0.04213580963435868,0.14428322692977366,0.09866511897852583,-0.10214741729541499
110302,120402,Junín,Jauja,Acolla,21.533797760000002,48.46103824,34.997418,10.0,914.0,6093.0,2982,351,544,135,0.11770623742454728,0.18242790073775988,0.04527162977867203,-0.06472166331321261
110303,120403,Junín,Jauja,Apata,20.546153280000002,44.582346720000004,32.56425,11.0,989.0,4586.0,2569,345,712,128,0.1342934994161152,0.2771506422732581,0.04982483456597898,-0.14285714285714288
110304,120404,Junín,Jauja,Ataura,13.639324999999998,30.227294999999998,21.93331,14.0,1381.0,1382.0,756,55,126,64,0.07275132275132275,0.16666666666666666,0.08465608465608465,-0.09391534391534391
110305,120405,Junín,Jauja,Canchayllo,20.546153280000002,44.582346720000004,32.56425,11.0,990.0,1692.0,836,72,198,48,0.0861244019138756,0.23684210526315788,0.05741626794258373,-0.15071770334928228
110306,120407,Junín,Jauja,El Mantaro,17.44113896,31.97424104,24.70769,14.0,1259.0,2743.0,1386,113,303,75,0.08152958152958154,0.21861471861471862,0.05411255411255411,-0.1370851370851371
110307,120408,Junín,Jauja,Huamalí,11.19790292,25.962477080000003,18.58019,15.0,1493.0,1659.0,1022,81,191,56,0.07925636007827788,0.18688845401174167,0.0547945205479452,-0.10763209393346379
110308,120409,Junín,Jauja,Huaripampa,5.69326668,19.12815332,12.41071,18.0,1671.0,1090.0,587,40,99,45,0.06814310051107325,0.1686541737649063,0.07666098807495741,-0.10051107325383304
110309,120410,Junín,Jauja,Huertas,11.19790292,25.962477080000003,18.58019,15.0,1494.0,2231.0,1357,83,342,90,0.061164333087693444,0.2520265291083272,0.06632277081798084,-0.19086219602063373
110310,120411,Junín,Jauja,Janjaillo,23.393169279999995,53.85189072,38.62253,10.0,771.0,557.0,347,35,59,24,0.10086455331412104,0.17002881844380405,0.069164265129683,-0.069164265129683
110311,120412,Junín,Jauja,Julcán,11.19790292,25.962477080000003,18.58019,15.0,1495.0,758.0,581,50,108,51,0.08605851979345955,0.18588640275387264,0.08777969018932874,-0.09982788296041309
110312,120413,Junín,Jauja,Leonor Ordoñez,5.69326668,19.12815332,12.41071,18.0,1672.0,1616.0,881,55,194,36,0.06242905788876277,0.22020431328036322,0.04086265607264472,-0.15777525539160045
110313,120414,Junín,Jauja,Llocllapampa,5.69326668,19.12815332,12.41071,18.0,1673.0,1179.0,767,27,152,32,0.035202086049543675,0.1981747066492829,0.041720990873533245,-0.16297262059973924
110314,120415,Junín,Jauja,Marco,18.54733544,50.66070456,34.60402,11.0,922.0,1447.0,838,94,150,48,0.11217183770883055,0.17899761336515513,0.057279236276849645,-0.06682577565632458
110315,120416,Junín,Jauja,Masma,18.54733544,50.66070456,34.60402,11.0,923.0,1774.0,1036,159,227,58,0.15347490347490347,0.21911196911196912,0.055984555984555984,-0.06563706563706564
110316,120418,Junín,Jauja,Molinos,20.97729208,37.204727919999996,29.091009999999997,12.0,1119.0,1614.0,910,191,134,45,0.2098901098901099,0.14725274725274726,0.04945054945054945,0.06263736263736264
110317,120419,Junín,Jauja,Monobamba,20.97729208,37.204727919999996,29.091009999999997,12.0,1120.0,1917.0,682,122,270,44,0.17888563049853373,0.39589442815249265,0.06451612903225806,-0.21700879765395892
110318,120420,Junín,Jauja,Muqui,11.667509200000001,33.8056308,22.73657,14.0,1354.0,1057.0,571,25,100,43,0.043782837127845885,0.17513134851138354,0.07530647985989491,-0.13134851138353765
110319,120421,Junín,Jauja,Muquiyauyo,14.989345000000002,33.358955,24.17415,14.0,1296.0,2380.0,1244,82,152,72,0.06591639871382636,0.12218649517684887,0.05787781350482315,-0.056270096463022515
110320,120422,Junín,Jauja,Paca,20.97729208,37.204727919999996,29.091009999999997,12.0,1121.0,876.0,522,67,72,31,0.12835249042145594,0.13793103448275862,0.05938697318007663,-0.00957854406130268
110321,120423,Junín,Jauja,Paccha,17.44113896,31.97424104,24.70769,14.0,1260.0,1413.0,978,97,164,49,0.09918200408997956,0.16768916155419222,0.050102249488752554,-0.06850715746421267
110322,120424,Junín,Jauja,Pancan,20.97729208,37.204727919999996,29.091009999999997,12.0,1122.0,1264.0,997,62,199,77,0.062186559679037114,0.1995987963891675,0.07723169508525576,-0.1374122367101304
110323,120425,Junín,Jauja,Parco,11.667509200000001,33.8056308,22.73657,14.0,1355.0,1152.0,756,72,104,50,0.09523809523809523,0.13756613756613756,0.06613756613756613,-0.042328042328042326
110324,120426,Junín,Jauja,Pomacancha,28.854045680000006,52.87381432,40.86393,9.0,673.0,1382.0,694,77,206,30,0.11095100864553314,0.2968299711815562,0.043227665706051875,-0.18587896253602304
110325,120427,Junín,Jauja,Ricran,28.854045680000006,52.87381432,40.86393,9.0,674.0,1236.0,499,77,122,12,0.15430861723446893,0.24448897795591182,0.02404809619238477,-0.09018036072144289
110326,120428,Junín,Jauja,San Lorenzo,4.439769519999999,28.945112480000002,16.692441000000002,16.0,1541.0,2808.0,1359,139,306,81,0.10228108903605593,0.2251655629139073,0.059602649006622516,-0.12288447387785137
110327,120429,Junín,Jauja,San Pedro De Chunan,20.97729208,37.204727919999996,29.091009999999997,12.0,1123.0,675.0,399,32,85,26,0.08020050125313283,0.21303258145363407,0.06516290726817042,-0.13283208020050125
110328,120431,Junín,Jauja,Sincos,11.19790292,25.962477080000003,18.58019,15.0,1496.0,4217.0,1831,246,506,52,0.13435281267067176,0.2763517203713818,0.028399781540142,-0.14199890770071003
110329,120432,Junín,Jauja,Tunan Marca,20.97729208,37.204727919999996,29.091009999999997,12.0,1124.0,998.0,564,46,129,29,0.08156028368794327,0.22872340425531915,0.051418439716312055,-0.14716312056737588
110330,120433,Junín,Jauja,Yauli,23.393169279999995,53.85189072,38.62253,10.0,772.0,1055.0,733,74,138,42,0.1009549795361528,0.1882673942701228,0.0572987721691678,-0.08731241473396999
110331,120406,Junín,Jauja,Curicaca,13.639324999999998,30.227294999999998,21.93331,14.0,1382.0,1454.0,658,75,166,26,0.11398176291793313,0.25227963525835867,0.03951367781155015,-0.13829787234042554
110332,120417,Junín,Jauja,Masma Chicche,28.854045680000006,52.87381432,40.86393,9.0,672.0,742.0,404,63,119,19,0.15594059405940594,0.29455445544554454,0.04702970297029703,-0.1386138613861386
110333,120430,Junín,Jauja,Sausa,17.44113896,31.97424104,24.70769,14.0,1261.0,3361.0,1564,125,258,136,0.079923273657289,0.1649616368286445,0.08695652173913043,-0.0850383631713555
110334,120434,Junín,Jauja,Yauyos,14.989345000000002,33.358955,24.17415,14.0,1297.0,10049.0,4590,392,670,319,0.08540305010893247,0.14596949891067537,0.06949891067538126,-0.0605664488017429
