nivel,id_ambito_geografico,ubigeo_departamento,nombre_departamento,ubigeo_provincia,nombre_provincia,actasContabilizadas,contabilizadas,totalActas,participacionCiudadana,actasEnviadasJee,enviadasJee,actasPendientesJee,pendientesJee,fechaActualizacion,idUbigeoDepartamento,idUbigeoProvincia,idUbigeoDistrito,idUbigeoDistritoElectoral,totalVotosEmitidos,totalVotosValidos,porcentajeVotosEmitidos,porcentajeVotosValidos,error
provincia,1,030000,Apurímac,030600,Grau,93.976,78,83,56.554,6.024,5,0.0,0,1777576500606,140000,140100,140101,15,12072,9145,100,100,
provincia,1,030000,Apurímac,030700,Chincheros,97.419,151,155,66.926,2.581,4,0.0,0,1777576500606,140000,140100,140101,15,27716,21622,100,100,
provincia,1,040000,Arequipa,040100,Arequipa,99.783,3223,3230,82.924,0.217,7,0.0,0,1777576500606,140000,140100,140101,15,788902,709254,100,100,
provincia,1,040000,Arequipa,040200,Caylloma,99.331,297,299,76.44,0.669,2,0.0,0,1777576500606,140000,140100,140101,15,64624,54660,100,100,
provincia,1,040000,Arequipa,040300,Camaná,97.253,177,182,74.599,2.747,5,0.0,0,1777576500606,140000,140100,140101,15,39280,33019,100,100,
provincia,1,040000,Arequipa,040400,Caravelí,100.0,116,116,72.75,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,23024,18900,100,100,
provincia,1,040000,Arequipa,040500,Castilla,100.0,106,106,67.634,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,19033,15349,100,100,
provincia,1,040000,Arequipa,040600,Condesuyos,100.0,55,55,60.821,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,8968,7025,100,100,
provincia,1,040000,Arequipa,040700,Islay,93.82,167,178,73.487,6.18,11,0.0,0,1777576500606,140000,140100,140101,15,37779,32335,100,100,
provincia,1,040000,Arequipa,040800,La Unión,100.0,49,49,55.579,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,6685,4657,100,100,
provincia,1,050000,Ayacucho,050100,Huamanga,98.856,778,787,76.388,1.144,9,0.0,0,1777576500606,140000,140100,140101,15,172590,144234,100,100,
provincia,1,050000,Ayacucho,050200,Cangallo,100.0,112,112,64.004,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,18832,14332,100,100,
provincia,1,050000,Ayacucho,050300,Huanta,99.644,280,281,64.84,0.356,1,0.0,0,1777576500606,140000,140100,140101,15,50693,39726,100,100,
provincia,1,050000,Ayacucho,050400,La Mar,99.561,227,228,61.612,0.439,1,0.0,0,1777576500606,140000,140100,140101,15,38095,28481,100,100,
provincia,1,050000,Ayacucho,050500,Lucanas,100.0,158,158,60.771,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,24328,18686,100,100,
provincia,1,050000,Ayacucho,050600,Parinacochas,100.0,77,77,58.766,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,11933,9001,100,100,
provincia,1,050000,Ayacucho,050700,Víctor Fajardo,100.0,80,80,54.286,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,11096,8371,100,100,
provincia,1,050000,Ayacucho,050800,Huanca Sancos,100.0,34,34,58.89,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,4965,3886,100,100,
provincia,1,050000,Ayacucho,051000,Páucar Del Sara Sara,100.0,34,34,61.47,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,4933,3886,100,100,
provincia,1,050000,Ayacucho,050900,Vilcas Huamán,97.222,70,72,59.046,2.778,2,0.0,0,1777576500606,140000,140100,140101,15,11028,7934,100,100,
provincia,1,050000,Ayacucho,051100,Sucre,100.0,37,37,57.015,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,5104,3731,100,100,
provincia,1,060000,Cajamarca,060100,Cajamarca,99.216,1013,1021,77.58,0.784,8,0.0,0,1777576500606,140000,140100,140101,15,230237,185613,100,100,
provincia,1,060000,Cajamarca,060200,Cajabamba,98.182,216,220,62.617,1.818,4,0.0,0,1777576500606,140000,140100,140101,15,39542,26955,100,100,
provincia,1,060000,Cajamarca,060300,Celendín,98.148,265,270,57.469,1.852,5,0.0,0,1777576500606,140000,140100,140101,15,41722,32004,100,100,
provincia,1,060000,Cajamarca,060400,Contumaza,98.78,81,82,66.752,1.22,1,0.0,0,1777576500606,140000,140100,140101,15,15134,11662,100,100,
provincia,1,060000,Cajamarca,060500,Cutervo,97.113,370,381,58.915,2.887,11,0.0,0,1777576500606,140000,140100,140101,15,63594,48812,100,100,
provincia,1,060000,Cajamarca,060600,Chota,98.495,458,465,63.977,1.505,7,0.0,0,1777576500606,140000,140100,140101,15,84430,67568,100,100,
provincia,1,060000,Cajamarca,060700,Hualgayoc,96.212,254,264,66.812,3.788,10,0.0,0,1777576500606,140000,140100,140101,15,50865,38721,100,100,
provincia,1,060000,Cajamarca,060800,Jaén,98.682,599,607,69.271,1.318,8,0.0,0,1777576500606,140000,140100,140101,15,119652,95903,100,100,
provincia,1,060000,Cajamarca,060900,Santa Cruz,96.825,122,126,57.195,3.175,4,0.0,0,1777576500606,140000,140100,140101,15,19511,15359,100,100,
provincia,1,060000,Cajamarca,061000,San Miguel,99.375,159,160,66.458,0.625,1,0.0,0,1777576500606,140000,140100,140101,15,28180,21601,100,100,
provincia,1,060000,Cajamarca,061100,San Ignacio,98.775,403,408,66.048,1.225,5,0.0,0,1777576500606,140000,140100,140101,15,76178,59352,100,100,
provincia,1,060000,Cajamarca,061200,San Marcos,99.383,161,162,66.539,0.617,1,0.0,0,1777576500606,140000,140100,140101,15,28387,21028,100,100,
provincia,1,070000,Cusco,070100,Cusco,96.902,1220,1259,77.73,3.098,39,0.0,0,1777576500606,140000,140100,140101,15,287656,251407,100,100,
provincia,1,060000,Cajamarca,061300,San Pablo,100.0,74,74,68.691,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,13938,11154,100,100,
provincia,1,070000,Cusco,070200,Acomayo,96.25,77,80,69.165,3.75,3,0.0,0,1777576500606,140000,140100,140101,15,14784,11760,100,100,
provincia,1,070000,Cusco,070300,Anta,94.33,183,194,73.305,5.67,11,0.0,0,1777576500606,140000,140100,140101,15,40213,30670,100,100,
provincia,1,070000,Cusco,070400,Calca,99.061,211,213,73.545,0.939,2,0.0,0,1777576500606,140000,140100,140101,15,43676,33958,100,100,
provincia,1,070000,Cusco,070500,Canas,100.0,118,118,70.239,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,22029,18072,100,100,
provincia,1,070000,Cusco,070600,Canchis,100.0,290,290,76.277,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,63671,54050,100,100,
provincia,1,070000,Cusco,070700,Chumbivilcas,100.0,236,236,67.112,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,43609,33494,100,100,
provincia,1,070000,Cusco,070800,Espinar,99.078,215,217,74.981,0.922,2,0.0,0,1777576500606,140000,140100,140101,15,45932,38106,100,100,
provincia,1,070000,Cusco,070900,La Convención,92.563,585,632,57.24,7.437,47,0.0,0,1777576500606,140000,140100,140101,15,102158,81390,100,100,
provincia,1,070000,Cusco,071000,Paruro,97.143,102,105,65.456,2.857,3,0.0,0,1777576500606,140000,140100,140101,15,18325,13349,100,100,
provincia,1,070000,Cusco,071100,Paucartambo,98.601,141,143,73.939,1.399,2,0.0,0,1777576500606,140000,140100,140101,15,29467,22604,100,100,
provincia,1,070000,Cusco,071200,Quispicanchi,99.639,276,277,75.586,0.361,1,0.0,0,1777576500606,140000,140100,140101,15,58973,47650,100,100,
provincia,1,070000,Cusco,071300,Urubamba,96.347,211,219,75.024,3.653,8,0.0,0,1777576500606,140000,140100,140101,15,47001,37866,100,100,
provincia,1,080000,Huancavelica,080100,Huancavelica,98.958,380,384,67.694,1.042,4,0.0,0,1777576500606,140000,140100,140101,15,71274,58835,100,100,
provincia,1,080000,Huancavelica,080200,Acobamba,93.706,134,143,56.905,6.294,9,0.0,0,1777576500606,140000,140100,140101,15,21485,17198,100,100,
provincia,1,080000,Huancavelica,080300,Angaraes,95.652,154,161,62.603,4.348,7,0.0,0,1777576500606,140000,140100,140101,15,26883,20735,100,100,
provincia,1,080000,Huancavelica,080400,Castrovirreyna,97.101,67,69,57.185,2.899,2,0.0,0,1777576500606,140000,140100,140101,15,9702,7726,100,100,
provincia,1,080000,Huancavelica,080500,Tayacaja,95.82,298,311,61.949,4.18,13,0.0,0,1777576500606,140000,140100,140101,15,51785,40324,100,100,
provincia,1,080000,Huancavelica,080600,Huaytara,96.429,81,84,53.324,3.571,3,0.0,0,1777576500606,140000,140100,140101,15,11629,8987,100,100,
provincia,1,080000,Huancavelica,080700,Churcampa,91.736,111,121,54.526,8.264,10,0.0,0,1777576500606,140000,140100,140101,15,16955,12916,100,100,
provincia,1,090000,Huánuco,090100,Huánuco,97.203,834,858,72.091,2.797,24,0.0,0,1777576500606,140000,140100,140101,15,177668,145110,100,100,
provincia,1,090000,Huánuco,090200,Ambo,91.954,160,174,64.798,8.046,14,0.0,0,1777576500606,140000,140100,140101,15,31616,24094,100,100,
provincia,1,090000,Huánuco,090300,Dos De Mayo,100.0,120,120,56.996,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,18289,13822,100,100,
provincia,1,090000,Huánuco,090400,Huamalies,100.0,173,173,59.377,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,28178,20766,100,100,
provincia,1,090000,Huánuco,090500,Marañón,94.681,89,94,56.815,5.319,5,0.0,0,1777576500606,140000,140100,140101,15,13694,9522,100,100,
provincia,1,090000,Huánuco,090600,Leoncio Prado,94.859,369,389,67.9,5.141,20,0.0,0,1777576500606,140000,140100,140101,15,76225,58868,100,100,
provincia,1,090000,Huánuco,090700,Pachitea,90.964,151,166,57.444,9.036,15,0.0,0,1777576500606,140000,140100,140101,15,26568,20024,100,100,
provincia,1,090000,Huánuco,090800,Puerto Inca,98.319,117,119,59.756,1.681,2,0.0,0,1777576500606,140000,140100,140101,15,19812,13242,100,100,
provincia,1,090000,Huánuco,090900,Huacaybamba,100.0,55,55,49.476,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,6799,4494,100,100,
provincia,1,090000,Huánuco,091000,Lauricocha,85.714,66,77,41.849,14.286,11,0.0,0,1777576500606,140000,140100,140101,15,8841,7120,100,100,
provincia,1,090000,Huánuco,091100,Yarowilca,86.207,100,116,42.592,13.793,16,0.0,0,1777576500606,140000,140100,140101,15,13243,10529,100,100,
provincia,1,100000,Ica,100100,Ica,97.319,1089,1119,79.29,2.681,30,0.0,0,1777576500606,140000,140100,140101,15,259893,220342,100,100,
provincia,1,100000,Ica,100200,Chincha,94.164,597,634,78.286,5.836,37,0.0,0,1777576500606,140000,140100,140101,15,145651,118028,100,100,
provincia,1,100000,Ica,100300,Nasca,96.789,211,218,75.703,3.211,7,0.0,0,1777576500606,140000,140100,140101,15,47714,39199,100,100,
provincia,1,100000,Ica,100400,Pisco,93.662,399,426,76.924,6.338,27,0.0,0,1777576500606,140000,140100,140101,15,95625,77286,100,100,
provincia,1,100000,Ica,100500,Palpa,95.652,44,46,75.173,4.348,2,0.0,0,1777576500606,140000,140100,140101,15,9647,7708,100,100,
provincia,1,110000,Junín,110100,Huancayo,99.874,1586,1588,77.688,0.126,2,0.0,0,1777576500606,140000,140100,140101,15,361364,310211,100,100,
provincia,1,110000,Junín,110200,Concepción,100.0,188,188,70.258,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,36587,28377,100,100,
provincia,1,110000,Junín,110400,Junín,100.0,64,64,68.927,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,12728,9860,100,100,
provincia,1,110000,Junín,110500,Tarma,98.473,258,262,74.877,1.527,4,0.0,0,1777576500606,140000,140100,140101,15,56720,43147,100,100,
provincia,1,110000,Junín,110300,Jauja,100.0,268,268,74.887,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,55143,44515,100,100,
provincia,1,110000,Junín,110700,Satipo,96.33,525,545,63.838,3.67,20,0.0,0,1777576500606,140000,140100,140101,15,98841,71891,100,100,
provincia,1,110000,Junín,110600,Yauli,98.095,103,105,70.166,1.905,2,0.0,0,1777576500606,140000,140100,140101,15,21106,17541,100,100,
provincia,1,110000,Junín,110800,Chanchamayo,97.713,470,481,67.811,2.287,11,0.0,0,1777576500606,140000,140100,140101,15,93502,70858,100,100,
provincia,1,110000,Junín,110900,Chupaca,100.0,190,190,76.25,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,41653,33617,100,100,
provincia,1,120000,La Libertad,120100,Trujillo,98.877,2817,2849,77.617,1.123,32,0.0,0,1777576500606,140000,140100,140101,15,657567,560710,100,100,
provincia,1,120000,La Libertad,120200,Bolívar,100.0,48,48,47.406,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,6095,4059,100,100,
provincia,1,120000,La Libertad,120300,Sánchez Carrión,100.0,428,428,66.509,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,82009,56186,100,100,
provincia,1,120000,La Libertad,120400,Otuzco,99.62,262,263,67.76,0.38,1,0.0,0,1777576500606,140000,140100,140101,15,50129,34496,100,100,
provincia,1,120000,La Libertad,120500,Pacasmayo,99.315,290,292,77.043,0.685,2,0.0,0,1777576500606,140000,140100,140101,15,65866,50994,100,100,
provincia,1,120000,La Libertad,120600,Pataz,87.444,195,223,51.078,12.556,28,0.0,0,1777576500606,140000,140100,140101,15,31687,20625,100,100,
provincia,1,120000,La Libertad,120700,Santiago De Chuco,100.0,155,155,64.749,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,28092,19653,100,100,
provincia,1,120000,La Libertad,120800,Ascope,99.709,343,344,78.473,0.291,1,0.0,0,1777576500606,140000,140100,140101,15,78179,61110,100,100,
provincia,1,120000,La Libertad,120900,Chepén,99.167,238,240,76.498,0.833,2,0.0,0,1777576500606,140000,140100,140101,15,54158,42324,100,100,
provincia,1,120000,La Libertad,121000,Julcán,93.617,88,94,59.524,6.383,6,0.0,0,1777576500606,140000,140100,140101,15,15753,10818,100,100,
provincia,1,120000,La Libertad,121100,Gran Chimú,100.0,83,83,65.325,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,15465,10631,100,100,
provincia,1,120000,La Libertad,121200,Virú,99.293,281,283,79.391,0.707,2,0.0,0,1777576500606,140000,140100,140101,15,66591,50359,100,100,
provincia,1,140000,Lima,140100,Lima,96.75,25511,26368,77.433,3.25,857,0.0,0,1777576500606,140000,140100,140101,15,6057262,5383778,100,100,
provincia,1,130000,Lambayeque,130100,Chiclayo,99.122,2370,2391,77.388,0.878,21,0.0,0,1777576500606,140000,140100,140101,15,545745,456181,100,100,
provincia,1,130000,Lambayeque,130300,Lambayeque,99.329,888,894,78.958,0.671,6,0.0,0,1777576500606,140000,140100,140101,15,204355,158260,100,100,
provincia,1,130000,Lambayeque,130200,Ferreñafe,99.672,304,305,70.127,0.328,1,0.0,0,1777576500606,140000,140100,140101,15,61242,47523,100,100,
provincia,1,140000,Lima,140200,Cajatambo,100.0,24,24,56.708,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,3428,2518,100,100,
provincia,1,140000,Lima,140500,Huaura,99.237,650,655,77.668,0.763,5,0.0,0,1777576500606,140000,140100,140101,15,149358,123397,100,100,
provincia,1,140000,Lima,140400,Cañete,97.605,652,668,81.348,2.395,16,0.0,0,1777576500606,140000,140100,140101,15,158553,131450,100,100,
provincia,1,140000,Lima,140300,Canta,97.872,46,47,76.603,2.128,1,0.0,0,1777576500606,140000,140100,140101,15,9822,7652,100,100,
provincia,1,140000,Lima,140600,Huarochirí,100.0,342,342,74.492,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,71656,59663,100,100,
provincia,1,140000,Lima,140700,Yauyos,100.0,114,114,58.255,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,16083,12831,100,100,
provincia,1,140000,Lima,140800,Huaral,99.643,558,560,79.744,0.357,2,0.0,0,1777576500606,140000,140100,140101,15,129808,105383,100,100,
provincia,1,140000,Lima,140900,Barranca,99.282,415,418,76.833,0.718,3,0.0,0,1777576500606,140000,140100,140101,15,94233,75949,100,100,
provincia,1,150000,Loreto,150100,Maynas,85.266,1140,1337,54.895,14.585,195,0.149,2,1777576500606,140000,140100,140101,15,215748,172238,100,100,
provincia,1,140000,Lima,141000,Oyón,96.078,49,51,67.522,3.922,2,0.0,0,1777576500606,140000,140100,140101,15,8892,6824,100,100,
provincia,1,150000,Loreto,150200,Alto Amazonas,100.0,362,362,62.406,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,65787,47564,100,100,
provincia,1,150000,Loreto,150300,Loreto,86.869,172,198,44.732,13.131,26,0.0,0,1777576500606,140000,140100,140101,15,25376,18611,100,100,
provincia,1,150000,Loreto,150400,Requena,82.199,157,191,42.475,17.801,34,0.0,0,1777576500606,140000,140100,140101,15,22944,18165,100,100,
provincia,1,150000,Loreto,150500,Ucayali,85.87,158,184,41.521,14.13,26,0.0,0,1777576500606,140000,140100,140101,15,21264,15011,100,100,
provincia,1,150000,Loreto,150600,Mariscal Ramón Castilla,81.633,160,196,41.322,18.367,36,0.0,0,1777576500606,140000,140100,140101,15,22962,11960,100,100,
provincia,1,150000,Loreto,150700,Datem Del Marañón,100.0,199,199,45.312,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,23635,16379,100,100,
provincia,1,160000,Madre De Dios,160100,Tambopata,95.522,384,402,69.746,4.478,18,0.0,0,1777576500606,140000,140100,140101,15,82005,64256,100,100,
provincia,1,150000,Loreto,150900,Putumayo,90.0,27,30,30.289,10.0,3,0.0,0,1777576500606,140000,140100,140101,15,2361,1817,100,100,
provincia,1,160000,Madre De Dios,160200,Manú,92.647,63,68,54.401,7.353,5,0.0,0,1777576500606,140000,140100,140101,15,10593,8020,100,100,
provincia,1,160000,Madre De Dios,160300,Tahuamanú,100.0,37,37,66.204,0.0,0,0.0,0,1777576500606,140000,140100,140101,15,6970,4939,100,100,
provincia,1,170000,Moquegua,170200,General Sánchez Cerro,98.387,61,62,68.347,1.613,1,0.0,0,1777576500606,140000,140100,140101,15,10671,8745,100,100,
provincia,1,170000,Moquegua,170300,Ilo,99.142,231,233,79.905,0.858,2,0.0,0,1777576500606,140000,140100,140101,15,54398,47139,100,100,
provincia,1,170000,Moquegua,170100,Mariscal Nieto,99.293,281,283,80.519,0.707,2,0.0,0,1777576500606,140000,140100,140101,15,65170,57254,100,100,
provincia,1,180000,Pasco,180200,Daniel Alcides Carrión,98.131,105,107,59.526,1.869,2,0.0,0,1777576500606,140000,140100,140101,15,17188,14028,100,100,
