ubigeo,ambito,nombre,provincia,departamento,razon,actas_pct,donor_ubigeo,donor_nombre,scope
920208,2,Salta,Argentina,América,0% actas contabilizadas,0.0,920207,Rosario De Santa Fe,provincia
