nivel,id_ambito_geografico,ubigeo_departamento,nombre_departamento,ubigeo_provincia,nombre_provincia,actasContabilizadas,contabilizadas,totalActas,participacionCiudadana,actasEnviadasJee,enviadasJee,actasPendientesJee,pendientesJee,fechaActualizacion,idUbigeoDepartamento,idUbigeoProvincia,idUbigeoDistrito,idUbigeoDistritoElectoral,totalVotosEmitidos,totalVotosValidos,porcentajeVotosEmitidos,porcentajeVotosValidos,error
provincia,2,930000,Asia,933700,Emiratos Árabes Unidos,100.0,2,2,0.0,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,932800,Kuwait,100.0,1,1,0.0,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,933800,Catar,100.0,1,1,0.0,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,0,0,0,0,
provincia,2,940000,Europa,940200,Alemania,93.103,27,29,30.376,6.897,2,0.0,0,1778014806224,140000,140100,140101,15,4092,3656,100,100,
provincia,2,940000,Europa,940300,Austria,100.0,3,3,32.993,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,388,341,100,100,
provincia,2,940000,Europa,940400,Bélgica,100.0,10,10,46.72,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,1873,1523,100,100,
provincia,2,940000,Europa,940600,República Checa,100.0,1,1,42.294,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,118,107,100,100,
provincia,2,940000,Europa,940800,Dinamarca,100.0,2,2,28.889,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,195,177,100,100,
provincia,2,940000,Europa,940900,España,96.188,429,446,38.079,3.812,17,0.0,0,1778014806224,140000,140100,140101,15,83600,67513,100,100,
provincia,2,940000,Europa,941000,Finlandia,100.0,1,1,25.272,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,116,104,100,100,
provincia,2,940000,Europa,941100,Francia,100.0,31,31,37.784,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,5368,4461,100,100,
provincia,2,940000,Europa,941200,Gran Bretaña,100.0,13,13,27.106,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,1702,1501,100,100,
provincia,2,940000,Europa,941300,Grecia,100.0,1,1,14.286,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,47,36,100,100,
provincia,2,940000,Europa,941400,Holanda,100.0,6,6,37.608,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,959,892,100,100,
provincia,2,940000,Europa,941500,Hungría,100.0,1,1,33.851,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,109,101,100,100,
provincia,2,940000,Europa,941700,Italia,98.805,248,251,48.943,1.195,3,0.0,0,1778014806224,140000,140100,140101,15,60292,47437,100,100,
provincia,2,940000,Europa,941800,Irlanda,100.0,1,1,28.097,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,93,85,100,100,
provincia,2,940000,Europa,942000,Gran Ducado De Luxemburgo,100.0,1,1,51.412,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,182,145,100,100,
provincia,2,940000,Europa,942100,Malta,100.0,1,1,45.946,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,17,17,100,100,
provincia,2,940000,Europa,942300,Noruega,100.0,2,2,29.026,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,155,143,100,100,
provincia,2,940000,Europa,942500,Portugal,100.0,2,2,34.726,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,241,221,100,100,
provincia,2,940000,Europa,942400,Polonia,100.0,1,1,25.917,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,106,97,100,100,
provincia,2,940000,Europa,942600,Rumanía,100.0,2,2,34.483,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,50,45,100,100,
provincia,2,940000,Europa,942700,Suecia,100.0,9,9,32.165,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,1321,1115,100,100,
provincia,2,940000,Europa,942800,Suiza,100.0,19,19,28.7,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,2688,2247,100,100,
provincia,2,940000,Europa,942900,Rusia,100.0,3,3,26.101,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,166,136,100,100,
provincia,2,940000,Europa,943700,Macedonia,100.0,1,1,0.0,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,0,0,0,0,
provincia,2,940000,Europa,944200,Principado De Andorra,100.0,1,1,52.632,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,130,80,100,100,
provincia,2,940000,Europa,943600,Bielorrusia,100.0,1,1,56.667,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,17,17,100,100,
provincia,2,950000,Oceanía,950100,Australia,83.333,15,18,27.045,16.667,3,0.0,0,1778014806224,140000,140100,140101,15,1914,1740,100,100,
provincia,2,950000,Oceanía,950200,Nueva Zelanda,100.0,3,3,29.845,0.0,0,0.0,0,1778014806224,140000,140100,140101,15,251,229,100,100,
